,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.126243139,0.504972555,0.11164645,0.446585802,0.144882035,0.579528141,0.014451806,0.057807225
11,0.068252088,0.982737174,0.057115993,0.846397753,0.092884142,1.229717133,0.011043211,0.135109704
25,0.033990828,1.458608773,0.025550352,1.204102686,0.046861928,1.88578412,0.008393614,0.252620303
39,0.030775079,1.889459883,0.022561426,1.519962651,0.043901915,2.500410936,0.008169751,0.366996821
53,0.029316681,2.299893423,0.021053577,1.814712728,0.04035112,3.06532662,0.008222753,0.482115369
67,0.034220881,2.778985759,0.025177359,2.167195753,0.039499693,3.618322318,0.009004023,0.608171684
81,0.039764004,3.335681811,0.030854904,2.599164404,0.037695782,4.146063264,0.008871404,0.732371344
95,0.04963568,4.030581327,0.041430744,3.179194815,0.037633562,4.672933133,0.008167303,0.846713579
109,0.054447681,4.792848861,0.046398275,3.828770672,0.034110018,5.150473379,0.008015295,0.958927716
123,0.058234161,5.608127109,0.050870808,4.54096198,0.030910254,5.583216938,0.007332443,1.061581913
137,0.052925998,6.349091083,0.045796856,5.182117957,0.030008998,6.003342906,0.007099134,1.160969783
151,0.049230428,7.038317078,0.042327225,5.774699104,0.02910137,6.410762082,0.006874102,1.257207212
179,0.036464349,8.059318863,0.029897645,6.611833157,0.02959506,7.23942375,0.00653711,1.440246282
207,0.029755106,8.892461844,0.023516069,7.2702831,0.032793129,8.157631357,0.006206244,1.614021114
235,0.030301709,9.740909701,0.024249604,7.949272,0.043918417,9.387347024,0.006008187,1.782250354
263,0.033609833,10.68198503,0.026674752,8.696165044,0.057402826,10.99462616,0.006877679,1.974825355
291,0.034513286,11.64835702,0.027989818,9.479879935,0.077931967,13.17672123,0.006445536,2.155300367
319,0.042452497,12.83702694,0.035820291,10.48284808,0.087154295,15.6170415,0.006545052,2.338561821
347,0.044183189,14.07415625,0.037482825,11.53236719,0.116483153,18.87856978,0.006583881,2.522910484
375,0.04124057,15.22889221,0.034870923,12.50875305,0.098483281,21.63610165,0.006271164,2.698503063
403,0.031649189,16.11506951,0.026553457,13.25224986,0.080339493,23.88560747,0.005015392,2.838934046
431,0.029082604,16.92938243,0.023472748,13.9094868,0.064777637,25.6993813,0.005545079,2.994196256
459,0.021903571,17.54268241,0.01668066,14.37654528,0.057750196,27.31638678,0.00516516,3.138820744
487,0.021501139,18.1447143,0.015894672,14.82159609,0.053157539,28.80479788,0.00555331,3.294313418
515,0.018090795,18.65125657,0.013535413,15.20058765,0.047272087,30.12841632,0.00450811,3.420540502
543,0.019119082,19.18659087,0.01407121,15.59458152,0.0458161,31.41126712,0.005002056,3.560598083
571,0.016693636,19.65401268,0.012336413,15.94000109,0.039066192,32.50512048,0.004318156,3.681506464
