,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.100806392,0.403225568,0.083711079,0.334844318,0.096531093,0.386124371,0.016998781,0.067995126
11,0.064475469,0.854553854,0.051762754,0.697183595,0.052109291,0.75088941,0.012660606,0.15661937
25,0.031501213,1.295570831,0.02135816,0.996197832,0.03023772,1.174217491,0.010112815,0.298198782
39,0.027506956,1.680668213,0.017119706,1.235873721,0.035154889,1.666385939,0.010352095,0.443128106
53,0.023269768,2.006444963,0.012181565,1.406415628,0.018499792,1.925383033,0.011069703,0.598103952
67,0.019455975,2.278828612,0.008998651,1.532396742,0.031044585,2.360007228,0.010426279,0.744071862
81,0.016319514,2.507301811,0.00663089,1.625229203,0.02797285,2.751627121,0.009660651,0.879320981
95,0.016849393,2.743193313,0.007649517,1.732322441,0.032220651,3.202716233,0.009167655,1.007668156
109,0.013528602,2.932593747,0.005896615,1.814875051,0.028156289,3.596904274,0.007603831,1.114121792
123,0.01367217,3.124004133,0.005318255,1.889330619,0.029004475,4.002966923,0.008324911,1.230670546
137,0.012605693,3.300483832,0.004769244,1.95610003,0.024249489,4.342459765,0.0078122,1.340041343
151,0.013543051,3.490086541,0.006452482,2.04643478,0.029395524,4.753997102,0.007061173,1.438897763
179,0.012738653,3.846768835,0.006748712,2.235398706,0.020434947,5.326175624,0.005969507,1.606043954
207,0.014079053,4.240982316,0.007557194,2.447000148,0.023785532,5.992170523,0.006498073,1.787989997
235,0.011059151,4.550638535,0.004904083,2.584314473,0.016739942,6.460888889,0.006138328,1.959863174
263,0.013942492,4.94102832,0.007357397,2.790321601,0.01964739,7.011015811,0.006565447,2.143695703
291,0.011075842,5.251151903,0.005318757,2.939246806,0.014714272,7.423015437,0.005742371,2.304482082
319,0.01460595,5.660118506,0.008495793,3.177129015,0.017469823,7.91217047,0.006092687,2.475077321
347,0.012802286,6.018582526,0.006518037,3.359634061,0.013925639,8.302088364,0.006270323,2.650646377
375,0.011797867,6.348922797,0.006372844,3.538073697,0.014128449,8.697684937,0.005410894,2.802151416
403,0.007581737,6.561211423,0.002736991,3.614709441,0.009295305,8.957953478,0.00483545,2.937544029
431,0.010923538,6.867070475,0.006186921,3.78794323,0.013462305,9.334898021,0.004723154,3.069792346
459,0.008282618,7.09898377,0.003923901,3.897812458,0.008699346,9.578479711,0.004350017,3.191592833
487,0.01186294,7.431146086,0.007202582,4.099484752,0.011487424,9.900127577,0.00464887,3.321761206
515,0.007886116,7.651957323,0.004342341,4.221070305,0.008158882,10.12857628,0.003535616,3.420758442
543,0.01061807,7.949263292,0.006507386,4.403277102,0.011967137,10.4636561,0.004098718,3.535522534
571,0.009085912,8.203668841,0.005695688,4.562756363,0.009624622,10.73314553,0.0033806,3.630179333
