,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.136433241,0.545732964,0.114416269,0.457665076,0.133358078,0.533432312,0.021883614,0.087534456
11,0.062413144,0.982624973,0.044281897,0.767638353,0.09164373,1.17493842,0.018039604,0.213811681
25,0.049692214,1.678315969,0.032270662,1.219427616,0.060624282,2.023678363,0.017360928,0.456864674
39,0.043638634,2.28925685,0.029833692,1.637099301,0.053610048,2.77421904,0.013751333,0.64938333
53,0.041959421,2.87668874,0.029224665,2.046244612,0.048741583,3.456601203,0.012686014,0.826987527
67,0.043847898,3.490559309,0.033688454,2.517882967,0.045986931,4.100418243,0.010113457,0.968575923
81,0.046657694,4.143767019,0.037162098,3.038152337,0.043146121,4.704463933,0.00945245,1.100910218
95,0.042227444,4.734951233,0.032998931,3.500137377,0.04086082,5.276515416,0.009187652,1.22953734
109,0.048635278,5.415845118,0.039776224,4.057004512,0.043705298,5.888389583,0.008815348,1.352952216
123,0.053657246,6.167046562,0.045445725,4.693244657,0.044187825,6.507019136,0.008167333,1.467294885
137,0.050558977,6.874872245,0.042373885,5.286479043,0.045812434,7.148393205,0.00813928,1.581244808
151,0.049360442,7.565918438,0.041914243,5.873278439,0.042968944,7.749958421,0.007403231,1.684890041
179,0.045768949,8.847449007,0.038676982,6.956233945,0.037393937,8.796988658,0.007054573,1.882418073
207,0.046584205,10.15180674,0.039586447,8.064654465,0.037040102,9.834111501,0.006960718,2.077318167
235,0.045024608,11.41249578,0.037408793,9.11210068,0.038608064,10.91513728,0.007577207,2.289479963
263,0.045784153,12.69445206,0.037927374,10.17406714,0.04045107,12.04776724,0.007816328,2.508337155
291,0.041565057,13.85827366,0.033748434,11.11902331,0.040883664,13.19250984,0.007775739,2.726057846
319,0.041232985,15.01279723,0.033607235,12.06002589,0.03802045,14.25708244,0.007587729,2.938514264
347,0.037399046,16.05997051,0.029344142,12.88166185,0.041567288,15.4209665,0.008013337,3.162887694
375,0.034614738,17.02918319,0.027869201,13.66199948,0.035717301,16.42105092,0.00670982,3.350762661
403,0.030055979,17.8707506,0.023984874,14.33357595,0.032975084,17.34435327,0.00603813,3.519830305
431,0.028985733,18.68235112,0.023582078,14.99387414,0.032091858,18.2429253,0.005371563,3.670234056
459,0.029311042,19.5030603,0.024167382,15.67056085,0.029017278,19.05540908,0.005114642,3.813444045
487,0.028079427,20.28928425,0.022659898,16.305038,0.026145811,19.78749178,0.005393383,3.964458764
515,0.023283697,20.94122777,0.018566334,16.82489535,0.024476678,20.47283876,0.004692887,4.095859587
543,0.021477519,21.54259829,0.016364959,17.28311421,0.017343132,20.95844647,0.005095216,4.238525638
571,0.020715765,22.1226397,0.016102642,17.73398817,0.018148213,21.46659642,0.004594975,4.367184934
