,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.129610684,0.518442735,0.103478584,0.413914334,0.127750274,0.511001094,0.02600435,0.1040174
11,0.080156141,1.079535726,0.056331,0.808231337,0.099367516,1.206573706,0.023725774,0.270097815
25,0.053085275,1.822729575,0.03081125,1.239588837,0.070150473,2.188680328,0.022203874,0.580952057
39,0.056780124,2.617651317,0.037588262,1.765824499,0.07017724,3.171161687,0.019121686,0.848655656
53,0.043569396,3.227622863,0.025138264,2.117760196,0.055635405,3.950057357,0.018375497,1.10591261
67,0.042907699,3.828330655,0.02758161,2.503902736,0.052409216,4.683786377,0.01527368,1.319744133
81,0.04235809,4.421343909,0.027034593,2.882387041,0.046128682,5.329587922,0.015277368,1.53362728
95,0.043168312,5.025700272,0.029196419,3.291136903,0.040081769,5.890732691,0.013931811,1.728672637
109,0.045989716,5.66955629,0.032676036,3.748601405,0.03347676,6.359407324,0.013280203,1.914595477
123,0.058007477,6.481660965,0.045836023,4.390305723,0.020362717,6.644485366,0.012151091,2.084710756
137,0.057627691,7.288448633,0.044830977,5.017939404,0.013682373,6.836038586,0.012783031,2.26367319
151,0.040232514,7.851703832,0.028965293,5.423453504,0.011981426,7.003778557,0.01125524,2.421246549
179,0.036483949,8.873254415,0.025647737,6.141590135,0.010257242,7.290981333,0.010825955,2.724373298
207,0.033667218,9.815936505,0.023802954,6.808072851,0.010154111,7.575296434,0.009854109,3.000288358
235,0.027091247,10.57449142,0.017684487,7.303238475,0.010001651,7.855342654,0.009396759,3.263397599
263,0.027970044,11.35765264,0.019556203,7.850812171,0.009945373,8.13381309,0.008403895,3.498706659
291,0.025122027,12.06106941,0.016914369,8.324414507,0.009548611,8.401174189,0.008198109,3.728253724
319,0.022089324,12.67957048,0.015274462,8.752099449,0.010045249,8.682441149,0.006804816,3.918788585
347,0.020095496,13.24224437,0.011857908,9.084120882,0.010916439,8.98810143,0.008226671,4.149135387
375,0.016095097,13.69290707,0.010242585,9.370913256,0.010133165,9.271830046,0.005842379,4.312721988
403,0.011979537,14.02833411,0.005671632,9.529718962,0.009274415,9.531513675,0.00629863,4.489083638
431,0.016597874,14.49307458,0.010331579,9.81900317,0.010099487,9.8142993,0.006256195,4.66425711
459,0.01611633,14.94433181,0.010048159,10.10035162,0.009521677,10.08090626,0.006058649,4.833899288
487,0.018144866,15.45238806,0.012234556,10.44291919,0.008484227,10.31846462,0.005901826,4.999150406
515,0.013799524,15.83877473,0.008751969,10.68797432,0.00838339,10.55319952,0.005039172,5.140247216
543,0.013811898,16.22550788,0.007303869,10.89248263,0.008011475,10.77752083,0.006500018,5.322247724
571,0.013182394,16.59461491,0.007657259,11.1068859,0.008334797,11.01089516,0.0055168,5.476718114
