,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.110255196,0.441020785,0.090240564,0.360962254,0.065745246,0.262980985,0.019948887,0.079795549
11,0.112884097,1.231209461,0.094482184,1.022337539,0.034132586,0.501909087,0.01836778,0.208370013
25,0.089921749,2.490113948,0.074025923,2.058700466,0.017457848,0.746318959,0.015878368,0.430667163
39,0.068190786,3.444784949,0.051963838,2.786194195,0.022063586,1.055209161,0.016204884,0.657535545
53,0.056024037,4.229121469,0.037315027,3.308604579,0.023371747,1.38241362,0.018685638,0.919134476
67,0.059118156,5.056775657,0.040667553,3.877950324,0.030137922,1.804344533,0.018420465,1.177020988
81,0.057005868,5.854857808,0.035906014,4.380634526,0.024269588,2.144118761,0.021075584,1.472079163
95,0.054168553,6.613217552,0.034344035,4.861451018,0.022103384,2.453566135,0.019802415,1.749312969
109,0.052018759,7.341480182,0.032424967,5.315400554,0.021615355,2.756181106,0.019572177,2.023323447
123,0.053414862,8.089288245,0.03300717,5.77750094,0.019518006,3.029433195,0.020388173,2.308757872
137,0.052402394,8.822921756,0.031879876,6.223819204,0.018874442,3.293675379,0.020503643,2.595808876
151,0.045984625,9.466706502,0.027997005,6.615777271,0.018088837,3.546919092,0.017969531,2.847382312
179,0.041607849,10.63172627,0.026548097,7.359123998,0.016984719,4.022491229,0.015042767,3.268579777
207,0.043708946,11.85557676,0.0281396,8.147032807,0.016871703,4.494898904,0.015552474,3.704049054
235,0.043075381,13.06168744,0.028105116,8.933976042,0.016997866,4.97083914,0.014953268,4.12274056
263,0.044236147,14.30029955,0.028843949,9.741606623,0.01632646,5.427980013,0.015375871,4.553264947
291,0.043024815,15.50499436,0.028650849,10.54383039,0.016048802,5.877346468,0.014357917,4.955286616
319,0.041176499,16.65793633,0.026669707,11.2905822,0.015524341,6.312028008,0.014491267,5.361042103
347,0.040046639,17.77924223,0.025525952,12.00530886,0.016251337,6.767065434,0.014504436,5.767166302
375,0.036590196,18.80376771,0.024049247,12.67868776,0.015419313,7.198806212,0.01252553,6.117881136
403,0.033351415,19.73760732,0.021685708,13.28588759,0.013795508,7.585080443,0.011651911,6.444134647
431,0.031711454,20.62552803,0.019900037,13.84308862,0.013966875,7.976152942,0.01179745,6.774463256
459,0.031410655,21.50502637,0.020543806,14.41831517,0.013455103,8.352895839,0.010853395,7.078358304
487,0.029383973,22.32777762,0.018713854,14.94230307,0.014131617,8.748581129,0.010655988,7.37672597
515,0.025210523,23.03367228,0.016129827,15.39393824,0.013631983,9.130276656,0.009067064,7.630603758
543,0.026336676,23.77109921,0.016179349,15.84696002,0.013772096,9.515895353,0.010143555,7.914623291
571,0.025416053,24.4827487,0.016580768,16.31122152,0.01386245,9.904043953,0.008821423,8.161623135
