,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.05008259,0.20033036,0.027460429,0.109841717,0.118209843,0.472839372,0.022503951,0.090015804
11,0.047638124,0.533797228,0.026775422,0.297269674,0.095803637,1.14346483,0.020766898,0.235384089
25,0.045418448,1.169655497,0.025040515,0.647836885,0.064277874,2.043355061,0.020313655,0.519775257
39,0.051887718,1.896083542,0.030868865,1.080000998,0.044241549,2.662736752,0.020974611,0.813419808
53,0.040595554,2.464421301,0.019414107,1.351798494,0.04060588,3.231219071,0.021140841,1.109391588
67,0.044894264,3.092941002,0.024429681,1.693814032,0.038828984,3.774824847,0.020425754,1.395352145
81,0.041706202,3.67682783,0.021948782,2.001096974,0.034989437,4.264676964,0.019722431,1.671466179
95,0.043873552,4.291057556,0.025871553,2.363298722,0.031345448,4.703513237,0.017970653,1.923055321
109,0.039860087,4.849098774,0.02275496,2.681868157,0.028154029,5.097669641,0.017076973,2.162132948
123,0.033075366,5.312153895,0.018206101,2.936753576,0.027132396,5.477523179,0.014842132,2.369922796
137,0.02531126,5.666511539,0.011123551,3.092483285,0.026414397,5.847324731,0.014161295,2.56818093
151,0.035876803,6.168786775,0.022757485,3.411088069,0.025513832,6.204518386,0.013093804,2.751494187
179,0.029301643,6.989232767,0.01787333,3.911541323,0.02401952,6.877064948,0.011404293,3.070814379
207,0.024936025,7.687441479,0.014170108,4.308304348,0.021237498,7.471714883,0.01074468,3.371665416
235,0.038315136,8.760265298,0.027325393,5.073415351,0.02068721,8.050956763,0.010969056,3.678798989
263,0.027905201,9.541610922,0.017825231,5.572521818,0.021892271,8.663940355,0.010058078,3.960425163
291,0.030014065,10.38200475,0.020431281,6.144597684,0.022348449,9.289696927,0.009560436,4.228117373
319,0.025109519,11.08507129,0.01586036,6.588687773,0.023067135,9.93557671,0.009226092,4.486447937
347,0.030506983,11.93926682,0.021131761,7.180377075,0.026242875,10.67037721,0.00934898,4.748219364
375,0.024812366,12.63401305,0.016373146,7.638825166,0.022482169,11.29987794,0.008416737,4.983888008
403,0.019078913,13.16822261,0.011759265,7.968084598,0.021784661,11.90984846,0.007297863,5.188228163
431,0.01469276,13.5796199,0.008046322,8.193381627,0.018732815,12.43436729,0.006627705,5.373803903
459,0.015021357,14.0002179,0.008569321,8.433322615,0.018914295,12.96396754,0.006433122,5.553931318
487,0.015781495,14.44209975,0.009180155,8.690366948,0.021709708,13.57183938,0.00657963,5.738160959
515,0.015592235,14.87868231,0.009737104,8.963005871,0.020366705,14.14210712,0.005834763,5.901534336
543,0.017166557,15.3593459,0.010825231,9.266112338,0.020338354,14.71158105,0.006320987,6.078521979
571,0.011916543,15.6930091,0.006381814,9.444803117,0.020148021,15.27572563,0.005514581,6.232930258
