,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.065127572,0.260510289,0.059242081,0.236968323,0.071366798,0.28546719,0.005814125,0.023256499
11,0.044925192,0.574986634,0.039841309,0.51585749,0.055369829,0.673055994,0.005028513,0.058456089
25,0.033107555,1.038492407,0.027640895,0.902830026,0.040111399,1.234615573,0.005426548,0.134427766
39,0.040029365,1.598903519,0.033328733,1.369432283,0.052355666,1.967594903,0.006648277,0.227503641
53,0.027245249,1.980337006,0.020430665,1.655461599,0.037649449,2.494687195,0.006776934,0.322380719
67,0.02491856,2.329196843,0.018327469,1.912046162,0.034017136,2.970927093,0.006557074,0.414179754
81,0.022296428,2.641346837,0.014849829,2.119943765,0.026350599,3.339835477,0.007420249,0.518063236
95,0.022892162,2.96183711,0.014748211,2.326418726,0.026577927,3.711926453,0.008117373,0.631706458
109,0.022175391,3.272292583,0.014046679,2.523072225,0.023323157,4.038450652,0.008105389,0.745181907
123,0.024606963,3.616790059,0.015135796,2.734973364,0.024051485,4.375171449,0.009447115,0.877441523
137,0.023331862,3.943436127,0.012779721,2.913889453,0.021774453,4.680013797,0.010530367,1.02486666
151,0.026421895,4.313342661,0.013996641,3.109842425,0.025511508,5.037174908,0.012399743,1.198463061
179,0.026409935,5.052820827,0.014669624,3.520591887,0.027802687,5.815650132,0.011712508,1.526413289
207,0.033699387,5.996403657,0.018410716,4.036091923,0.041019154,6.964186441,0.015247652,1.953347547
235,0.03921526,7.094430948,0.024545671,4.7233707,0.052484364,8.433748625,0.014617105,2.3626265
263,0.045715524,8.374465617,0.030157097,5.567769416,0.059904663,10.1110792,0.015498522,2.796585121
291,0.04105341,9.523961109,0.027515014,6.338189815,0.053220858,11.60126323,0.013485175,3.17417003
319,0.043839654,10.75147142,0.029590169,7.166714547,0.054354563,13.12319098,0.01419513,3.571633684
347,0.038414604,11.82708035,0.026065571,7.896550533,0.045711245,14.40310585,0.012303322,3.916126706
375,0.037159944,12.86755878,0.024253615,8.575651767,0.039316095,15.50395651,0.012867013,4.276403061
403,0.032625226,13.7810651,0.021501233,9.177686295,0.031781802,16.39384697,0.011092211,4.586984959
431,0.034314565,14.74187291,0.022060633,9.795384024,0.029671812,17.2246577,0.01222426,4.929264228
459,0.029823648,15.57693505,0.018787613,10.32143719,0.023653057,17.8869433,0.011012382,5.237610922
487,0.036639349,16.60283681,0.024420847,11.0052209,0.025600147,18.6037474,0.012192901,5.579012161
515,0.02952285,17.42947661,0.019291197,11.54537442,0.020107022,19.16674402,0.010211546,5.864935447
543,0.033674837,18.37237205,0.022761978,12.1827098,0.024067124,19.84062348,0.010888792,6.169821629
571,0.028923315,19.18222,0.019822227,12.73773216,0.020257887,20.40784,0.00908083,6.42408
