,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.070965764,0.283863056,0.057932312,0.231729247,0.072799071,0.291196285,0.012960653,0.051842613
11,0.04099007,0.570793548,0.028142047,0.428723576,0.046375527,0.615824977,0.012801648,0.141454148
25,0.036970745,1.088383984,0.024688728,0.774365763,0.039849446,1.173717227,0.012242168,0.312844503
39,0.040015327,1.648598563,0.024514275,1.117565619,0.034811184,1.661073805,0.015466241,0.529371871
53,0.05401489,2.404807022,0.037335485,1.640262414,0.032252727,2.112611986,0.016647152,0.762431996
67,0.050632148,3.113657099,0.034233006,2.119524505,0.02904439,2.519233441,0.016370098,0.991613361
81,0.058299301,3.929847319,0.033123134,2.583248384,0.025914334,2.882034124,0.025150253,1.343716901
95,0.06002975,4.770263822,0.032408718,3.03697044,0.022298069,3.194207088,0.027598734,1.730099175
109,0.061351294,5.629181941,0.032900225,3.49757359,0.021819295,3.499677221,0.02842925,2.128108674
123,0.067888327,6.579618524,0.038030235,4.029996879,0.024325762,3.840237886,0.029833767,2.545781407
137,0.072480082,7.59433967,0.043418233,4.637852142,0.022607835,4.156747575,0.029039241,2.95233078
151,0.072463994,8.608835586,0.043995358,5.253787156,0.022427547,4.470733236,0.028446208,3.350577696
179,0.059680643,10.2798936,0.035486622,6.247412568,0.019011711,5.003061147,0.02417501,4.027477969
207,0.056711127,11.86780516,0.030818506,7.110330722,0.018686225,5.526275446,0.025873936,4.751948165
235,0.050174605,13.2726941,0.025481335,7.823808093,0.018080177,6.032520409,0.02467519,5.442853486
263,0.052233967,14.73524517,0.028391504,8.618770192,0.01701752,6.509010956,0.023825446,6.109965965
291,0.054718309,16.26735782,0.03061047,9.475863364,0.017936196,7.011224446,0.024089902,6.784483229
319,0.047935509,17.60955208,0.025359204,10.18592106,0.016621854,7.476636365,0.022559684,7.41615438
347,0.045361771,18.87968166,0.024813087,10.88068749,0.014747028,7.889553151,0.020533937,7.991104612
375,0.04497702,20.13903823,0.024039432,11.55379159,0.015820794,8.332535395,0.020921767,8.576914096
403,0.040180303,21.26408671,0.020681023,12.13286024,0.015322485,8.761564974,0.019483958,9.122464911
431,0.03568305,22.26321213,0.017089849,12.61137601,0.015346216,9.191259011,0.018577855,9.642644862
459,0.035348649,23.2529743,0.016860681,13.08347506,0.017273542,9.674918186,0.018470695,10.15982432
487,0.03102399,24.12164603,0.016586901,13.54790828,0.018189576,10.1842263,0.0144189,10.56355352
515,0.026504226,24.86376437,0.013384452,13.92267293,0.019424972,10.72812552,0.01310035,10.93036331
543,0.029643029,25.69376918,0.015124679,14.34616394,0.01841147,11.24364667,0.014499939,11.33636159
571,0.028044161,26.4790057,0.012803099,14.70465071,0.019513414,11.79002226,0.015221549,11.76256496
