,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.110301847,0.441207386,0.103274852,0.413099407,0.147008529,0.588034116,0.006879986,0.027519945
11,0.06021096,0.862684106,0.056845844,0.811020314,0.093412684,1.241922904,0.003271703,0.050421869
25,0.02571934,1.222754872,0.022360831,1.124071951,0.046696216,1.89566993,0.003311813,0.096787251
39,0.021166374,1.519084107,0.014146505,1.322123016,0.045907001,2.538367941,0.006973962,0.194422723
53,0.01733427,1.761763882,0.011635943,1.485026221,0.041398125,3.117941696,0.005656928,0.27361972
67,0.017931745,2.01280831,0.012203627,1.655876998,0.034299789,3.598138748,0.005693818,0.353333174
81,0.016541838,2.244394042,0.01053279,1.803336059,0.026824131,3.973676578,0.005982224,0.437084307
95,0.018150152,2.498496172,0.009919496,1.94220901,0.022847497,4.293541531,0.008207808,0.551993621
109,0.016336387,2.727205596,0.009628753,2.077011549,0.019085217,4.560734563,0.006688549,0.645633312
123,0.016633261,2.960071245,0.010078867,2.218115683,0.017040525,4.799301919,0.006537353,0.737156261
137,0.017381871,3.203417445,0.009318435,2.348573775,0.016429941,5.029321093,0.008047006,0.849814349
151,0.019161343,3.471676242,0.010351687,2.493497389,0.017641868,5.276307244,0.008792014,0.972902545
179,0.018100679,3.97849526,0.008813178,2.74026638,0.015829716,5.719539284,0.009271671,1.23250934
207,0.020186719,4.543723387,0.010282161,3.028166887,0.015152344,6.143804912,0.009889406,1.509412696
235,0.021034805,5.132697927,0.010837522,3.331617513,0.015202127,6.569464457,0.01018208,1.794510949
263,0.025454744,5.845430762,0.014004372,3.723739925,0.015660983,7.00797197,0.011434711,2.114682866
291,0.023076596,6.491575439,0.012411412,4.071259467,0.015649054,7.446145468,0.010649534,2.412869826
319,0.024414927,7.175193382,0.014099886,4.466056266,0.017228477,7.928542817,0.010297812,2.701208573
347,0.026844978,7.926852759,0.015747431,4.906984335,0.018129947,8.436181321,0.011079417,3.011432242
375,0.024161471,8.603373959,0.013613519,5.288162878,0.016722254,8.90440444,0.01053123,3.306306676
403,0.022289439,9.227478243,0.012996897,5.652076007,0.016137449,9.356253023,0.009276404,3.566045983
431,0.02443983,9.911793488,0.015112872,6.07523641,0.018515459,9.874685889,0.009308443,3.826682392
459,0.024569485,10.59973908,0.015596959,6.511951257,0.020645046,10.45274719,0.008951882,4.077335075
487,0.026090523,11.33027371,0.016758547,6.981190578,0.022335847,11.07815091,0.00930964,4.338004983
515,0.024039179,12.00337072,0.015768994,7.422722416,0.020902624,11.66342437,0.008249282,4.568984878
543,0.028319004,12.79630283,0.01903626,7.955737709,0.023463694,12.32040779,0.00925928,4.828244713
571,0.025110074,13.4993849,0.017354876,8.441674227,0.023453289,12.97709987,0.007731745,5.044733578
