,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.062680625,0.250722502,0.037920655,0.151682622,0.072517178,0.290068713,0.024687453,0.098749812
11,0.044376938,0.561361071,0.028214955,0.349187305,0.045623333,0.609432046,0.01611636,0.211564334
25,0.029790503,0.978428109,0.017963408,0.600675016,0.029470365,1.022017161,0.011797624,0.376731076
39,0.031236634,1.415740988,0.019375069,0.871925981,0.029585943,1.43622036,0.011831979,0.542378787
53,0.022595313,1.732075374,0.01173933,1.036276597,0.02401837,1.772477536,0.010831965,0.6940263
67,0.020363232,2.017160627,0.011501478,1.197297282,0.019298133,2.042651393,0.008842457,0.817820693
81,0.019086129,2.28436643,0.010751209,1.347814211,0.016084965,2.267840909,0.008318835,0.934284378
95,0.018273302,2.540192665,0.00991182,1.486579688,0.014468966,2.470406426,0.008347014,1.05114257
109,0.019035938,2.806695791,0.010251835,1.630105381,0.013658604,2.661626882,0.008770444,1.173928783
123,0.020559206,3.09452468,0.011109274,1.785635212,0.014162791,2.85990595,0.00943577,1.306029562
137,0.019153906,3.36267937,0.009843516,1.923444439,0.014434955,3.061995325,0.009295955,1.436172936
151,0.020790281,3.653743298,0.010796556,2.074596218,0.017715113,3.3100069,0.00997601,1.575837073
179,0.01851062,4.172040666,0.01059845,2.371352815,0.02220145,3.931647511,0.007889969,1.796756203
207,0.026971999,4.927256632,0.015264648,2.798762965,0.037767162,4.989128048,0.011669583,2.123504539
235,0.029992642,5.767050602,0.019644654,3.348813286,0.055346649,6.538834226,0.010292641,2.411698482
263,0.036113265,6.778222019,0.027331468,4.114094402,0.066388804,8.397720745,0.008715408,2.655729896
291,0.036950639,7.81283992,0.028800211,4.920500298,0.065873069,10.24216669,0.008084556,2.882097455
319,0.03929374,8.913064632,0.030932678,5.786615288,0.058187172,11.87140752,0.008302874,3.114577936
347,0.036778473,9.942861883,0.028916155,6.596267636,0.04685956,13.18347519,0.007815458,3.333410772
375,0.031168265,10.8155733,0.024420951,7.280054277,0.034304888,14.14401205,0.006713009,3.521375014
403,0.028009406,11.59983666,0.021568173,7.883963123,0.027989542,14.92771924,0.006413243,3.700945818
431,0.026202424,12.33350454,0.019973132,8.443210808,0.024726767,15.62006872,0.006204566,3.874673664
459,0.022000414,12.94951614,0.016117267,8.894494275,0.017815444,16.11890115,0.005865332,4.038902962
487,0.023339346,13.60301782,0.017009894,9.370771313,0.015411158,16.55041358,0.006314041,4.215696098
515,0.018471548,14.12022117,0.012835596,9.730168003,0.011923127,16.88426114,0.005624029,4.37316891
543,0.01833607,14.63363114,0.012551022,10.08159661,0.011399167,17.20343783,0.00577365,4.534831097
571,0.01654945,15.09701574,0.011444309,10.40203727,0.01003577,17.4844394,0.005095105,4.677494029
