,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.162138306,0.648553224,0.131065498,0.524261992,0.141208856,0.564835426,0.030931599,0.123726397
11,0.071252677,1.14732196,0.042893829,0.824518795,0.101504862,1.275369458,0.028257343,0.321527796
25,0.060806712,1.998615931,0.035138907,1.316463493,0.078151485,2.369490242,0.025589654,0.679782948
39,0.062533854,2.874089888,0.044688077,1.942096571,0.061902689,3.236127882,0.017783874,0.928757189
53,0.066217226,3.801131053,0.047400923,2.605709493,0.050403881,3.941782221,0.018765899,1.191479778
67,0.057823982,4.610666809,0.040216961,3.168746947,0.044955432,4.571158274,0.017562066,1.437348704
81,0.063305501,5.496943828,0.046079543,3.813860549,0.047743166,5.239562598,0.017178215,1.677843716
95,0.057589467,6.303196361,0.040174358,4.376301561,0.039804115,5.796820202,0.017375305,1.92109798
109,0.055304818,7.07746381,0.035708411,4.876219315,0.039177216,6.345301232,0.01955723,2.194899194
123,0.060724873,7.927612034,0.037676039,5.403683861,0.038195063,6.880032117,0.023010639,2.517048141
137,0.056716535,8.721643526,0.03251845,5.858942161,0.033624927,7.350781091,0.02416446,2.855350584
151,0.059452135,9.553973412,0.032663901,6.316236775,0.032092988,7.800082923,0.026756141,3.229936554
179,0.061658202,11.28040307,0.036913375,7.349811275,0.024683428,8.491218921,0.024720144,3.922100576
207,0.067181883,13.16149578,0.041370653,8.508189559,0.02496991,9.190376395,0.02578626,4.644115844
235,0.0625701,14.9134586,0.040154208,9.632507383,0.026233419,9.92491212,0.022389659,5.271026309
263,0.064566763,16.72132798,0.04125146,10.78754826,0.029772176,10.75853304,0.023285531,5.923021179
291,0.061052478,18.43079737,0.041373563,11.94600803,0.029283041,11.57845818,0.019649632,6.473210887
319,0.057103235,20.02968797,0.038641326,13.02796516,0.030203343,12.42415177,0.018431706,6.98929866
347,0.051742698,21.47848351,0.034783908,14.00191458,0.031014122,13.29254718,0.016927776,7.463276387
375,0.044138871,22.71437191,0.029709728,14.83378696,0.03114914,14.1647231,0.014397994,7.866420221
403,0.037957943,23.77719431,0.024814291,15.52858711,0.032826053,15.08385257,0.013110826,8.233523344
431,0.031349072,24.65496833,0.019163165,16.06515573,0.038509201,16.16211019,0.012147398,8.573650492
459,0.019527721,25.20174452,0.014514946,16.47157422,0.03659999,17.18690991,0.004976175,8.712983395
487,0.020957037,25.78854156,0.014209853,16.8694501,0.036311551,18.20363334,0.006710872,8.90088782
515,0.016559452,26.25220621,0.011877479,17.20201952,0.035696789,19.20314343,0.004646276,9.030983551
543,0.015788691,26.69428954,0.007307271,17.4066231,0.035849902,20.20694069,0.00844557,9.267459497
571,0.015052175,27.11575043,0.007366967,17.61289818,0.03102179,21.0755508,0.007654186,9.481776698
