sample_site,CN_AOM1,CN_AOM2,CN_AOM3,CN_SMB1,CN_SMB2,CN_SMR,CN_NOM,CN_MOM,kmax_AOM1,kmax_AOM2,kmax_AOM3,kmax_SMR,kmax_NOM,kmax_MOM,fAOM1_SMB1,fAOM2_SMB1,fAOM_MOM,fAOM3_SMB1,fNOM_SMB1,fNOM_MOM,fE_AOM1,fE_AOM2,fE_AOM3,fE_NOM,fA_SMB1,fM_SMB1,fA_SMB2,fM_SMB2,lig_p1,lig_p2
,25,150,250,15,15,10,15,15,0.2505,1.25,10.05,0.0505,0.5005,50.5,0.5,0.5,0.175,0.5,0.5,0.105,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,15,0.945
