,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.120298255,0.481193021,0.100249599,0.400998395,0.135507183,0.542028732,0.019913149,0.079652598
11,0.07901103,1.034270229,0.062343442,0.837402489,0.110470768,1.315324111,0.016557117,0.195552416
25,0.048420616,1.712158848,0.034008768,1.313525235,0.055701287,2.095142135,0.014356147,0.396538471
39,0.051167627,2.428505627,0.037363976,1.836620893,0.052320144,2.827624153,0.013751331,0.589057109
53,0.086949909,3.645804349,0.074443648,2.878831965,0.058406062,3.645309023,0.012447855,0.763327075
67,0.082135928,4.795707341,0.071872197,3.885042727,0.056296864,4.433465115,0.010207434,0.906231149
81,0.073290093,5.821768643,0.064506838,4.788138465,0.035864397,4.935566675,0.00874739,1.028694612
95,0.05659554,6.614106197,0.048581561,5.468280313,0.030131586,5.357408881,0.007983847,1.140468475
109,0.053813107,7.367489698,0.046476309,6.118948645,0.027304053,5.739665629,0.007309494,1.242801387
123,0.053571263,8.117487386,0.046881312,6.775287007,0.026376473,6.108936251,0.006663575,1.336091443
137,0.044350369,8.738392549,0.037404225,7.298946151,0.026401969,6.478563812,0.006919742,1.432967834
151,0.048001149,9.410408635,0.04139486,7.878474193,0.029744988,6.894993648,0.006576544,1.525039448
179,0.039777881,10.5241893,0.03377865,8.824276379,0.033909576,7.84446179,0.005965322,1.692068458
207,0.037043896,11.56141838,0.031426647,9.704222488,0.050671097,9.263252494,0.005566578,1.847932638
235,0.039946579,12.67992258,0.034181097,10.6612932,0.073649848,11.32544824,0.005691832,2.007303938
263,0.037437548,13.72817394,0.031286543,11.5373164,0.089667026,13.83612497,0.006061338,2.177021412
291,0.03846867,14.8052967,0.032795398,12.45558755,0.103454673,16.73285581,0.005569817,2.332976295
319,0.040337099,15.93473549,0.034963243,13.43455834,0.128192584,20.32224816,0.005245664,2.479854893
347,0.044635504,17.18452959,0.039055906,14.52812371,0.171103235,25.11313875,0.005408495,2.631292744
375,0.041130257,18.33617678,0.035985632,15.5357214,0.159004449,29.56526332,0.00498562,2.770890113
403,0.033643266,19.27818821,0.029028941,16.34853175,0.124980721,33.06472352,0.004489344,2.896591742
431,0.029559104,20.10584313,0.025106397,17.05151086,0.105039567,36.0058314,0.004347668,3.018326439
459,0.022581775,20.73813282,0.018330156,17.56475522,0.091879381,38.57845407,0.004159739,3.134799142
487,0.020975141,21.32543676,0.016663253,18.0313263,0.077008534,40.73469304,0.004234879,3.253375762
515,0.01776237,21.82278313,0.013843697,18.41894981,0.054869555,42.27104058,0.003863804,3.361562285
543,0.017550049,22.31418451,0.013363985,18.79314139,0.046039151,43.56013682,0.004140025,3.477482979
571,0.014042793,22.70738271,0.010357707,19.08315717,0.039769241,44.67367557,0.003645317,3.579551858
