,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.050744048,0.202976192,0.045747911,0.182991645,0.054109715,0.216438859,0.004942027,0.019768108
11,0.049415794,0.548886749,0.044939852,0.497570612,0.054712284,0.59942485,0.004421229,0.050716712
25,0.015597975,0.767258397,0.01059522,0.645903698,0.026292004,0.967512911,0.004976462,0.120387187
39,0.017180232,1.007781641,0.012425154,0.819855853,0.025807488,1.328817743,0.00472927,0.18659697
53,0.013601901,1.198208258,0.008460085,0.938297046,0.030401848,1.754443614,0.005111414,0.258156768
67,0.013182321,1.382760748,0.008897648,1.06286412,0.017042336,1.993036323,0.00426763,0.317903591
81,0.012299777,1.554957624,0.00726321,1.164549062,0.016982282,2.230788264,0.005019585,0.388177775
95,0.012800776,1.734168484,0.007686611,1.272161612,0.015461259,2.447245888,0.005098704,0.459559626
109,0.011971096,1.901763827,0.006593972,1.364477224,0.015083186,2.658410498,0.00536204,0.534628192
123,0.012440844,2.075935638,0.006907932,1.461188273,0.015920032,2.881290947,0.005516992,0.611866074
137,0.011444862,2.236163705,0.005623238,1.539913598,0.015350306,3.096195236,0.005806274,0.693153912
151,0.011170861,2.392555765,0.004959343,1.609344396,0.015769854,3.316973186,0.006195749,0.779894396
179,0.010306199,2.681129327,0.004228153,1.727732682,0.014309762,3.71764651,0.006063736,0.949678999
207,0.011297361,2.997455441,0.004301213,1.848166634,0.014300082,4.118048814,0.006981849,1.145170758
235,0.011128603,3.309056322,0.004154535,1.964493609,0.012418298,4.465761149,0.00696165,1.340096952
263,0.011154582,3.62138463,0.004100244,2.079300441,0.013090929,4.832307148,0.007041247,1.537251882
291,0.014052025,4.014841329,0.006406629,2.258686061,0.012678126,5.187294685,0.007632718,1.750967974
319,0.014200135,4.412445116,0.006727706,2.447061839,0.013116401,5.554553926,0.007459312,1.959828723
347,0.014323342,4.813498683,0.007581438,2.659342113,0.011323267,5.871605402,0.00673058,2.148284965
375,0.015738519,5.254177206,0.008646614,2.901447298,0.011773802,6.201271854,0.007080131,2.346528635
403,0.014394114,5.657212404,0.007299282,3.105827189,0.01129295,6.517474443,0.007083539,2.544867741
431,0.01608372,6.107556558,0.009143076,3.361833328,0.011403485,6.836772034,0.00692924,2.738886458
459,0.015422675,6.539391462,0.008277792,3.593611496,0.011749108,7.165747068,0.007133134,2.938614218
487,0.01590934,6.984852995,0.008954178,3.844328483,0.011896266,7.498842509,0.006943266,3.133025669
515,0.013951266,7.375488445,0.007173324,4.045181564,0.011765548,7.828277851,0.006766176,3.322478602
543,0.014783845,7.789436111,0.008122961,4.272624464,0.010514358,8.122679884,0.00665037,3.508688967
571,0.015240896,8.216181202,0.008328655,4.505826804,0.009965849,8.40172365,0.006902275,3.701952674
