,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.06455556,0.258222238,0.057013013,0.228052051,0.135762395,0.54304958,0.007406785,0.029627138
11,0.048426233,0.597205871,0.044307959,0.538207764,0.069928229,1.03254718,0.004048346,0.05796556
25,0.022427255,0.911187446,0.019386634,0.809620641,0.034076596,1.509619517,0.003006545,0.100057185
39,0.020908342,1.203904236,0.015864718,1.031726692,0.035969377,2.013190793,0.005007655,0.170164353
53,0.016004395,1.427965765,0.011666386,1.195056096,0.02730983,2.39552841,0.004310699,0.23051414
67,0.015624035,1.646702259,0.011710659,1.359005325,0.021314951,2.69393772,0.003892061,0.285002996
81,0.014216751,1.84573677,0.010486724,1.505819461,0.017269051,2.935704433,0.003712758,0.336981605
95,0.014770896,2.052529312,0.010533771,1.653292258,0.01461272,3.140282513,0.004222512,0.396096772
109,0.014321052,2.25302404,0.010221743,1.796396662,0.011134159,3.296160733,0.004088175,0.453331218
123,0.014774198,2.459862807,0.011120195,1.952079386,0.01211017,3.46570311,0.003641893,0.504317718
137,0.012696017,2.637607046,0.009273508,2.081908503,0.011296471,3.623853703,0.003411212,0.55207469
151,0.014372073,2.838816065,0.011001164,2.235924801,0.011527924,3.785244643,0.003359381,0.59910602
179,0.01041734,3.130501575,0.007481261,2.445400113,0.010326841,4.074396191,0.002925752,0.681027067
207,0.011266916,3.445975227,0.008359943,2.679478505,0.010321976,4.363411511,0.002896652,0.762133311
235,0.009578247,3.714166144,0.006635885,2.865283282,0.00826083,4.594714757,0.002934101,0.844288147
263,0.011370433,4.032538277,0.008184076,3.094437423,0.009585062,4.86309649,0.003176772,0.933237757
291,0.010081648,4.314824411,0.006964901,3.289454639,0.010174197,5.147974009,0.003106573,1.020221798
319,0.012579729,4.66705681,0.009509604,3.55572356,0.014378169,5.55056274,0.003055746,1.105782687
347,0.017526082,5.157787107,0.01433552,3.957118131,0.023191177,6.199915702,0.00316737,1.194469061
375,0.022477584,5.787159472,0.019656857,4.507510121,0.036409596,7.219384397,0.002784318,1.272429967
403,0.029731826,6.619650612,0.027031985,5.264405705,0.049817759,8.614281661,0.002650024,1.346630625
431,0.037274994,7.663350458,0.034471514,6.229608084,0.063703803,10.39798814,0.002739777,1.423344385
459,0.039808632,8.777992164,0.03712251,7.26903837,0.07995857,12.63682809,0.002606164,1.496316966
487,0.047722596,10.11422486,0.044829251,8.524257403,0.083067726,14.96272443,0.002810277,1.575004735
515,0.0372148,11.15623926,0.03468887,9.495545757,0.071416312,16.96238116,0.002454514,1.643731121
543,0.041618568,12.32155915,0.038509897,10.57382288,0.073726886,19.02673395,0.003034943,1.728709539
571,0.034038633,13.27464088,0.031300285,11.45023086,0.066653891,20.89304289,0.002671694,1.803516977
