,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.048596657,0.194386628,0.033960916,0.135843665,0.092229204,0.368916815,0.014543512,0.058174047
11,0.041280361,0.483349154,0.028765444,0.337201772,0.061391448,0.798656948,0.012453525,0.145348725
25,0.030049542,0.904042739,0.019531439,0.610641914,0.048765416,1.481372769,0.010469338,0.291919452
39,0.029254117,1.313600373,0.01843447,0.868724499,0.040059687,2.042208384,0.010779587,0.442833666
53,0.026134551,1.679484092,0.013189938,1.053383635,0.035208964,2.535133874,0.012909404,0.623565322
67,0.025465834,2.036005765,0.011458585,1.213803827,0.033426457,3.003104267,0.013973822,0.819198834
81,0.027252616,2.417542395,0.013805934,1.407086907,0.029517275,3.416346116,0.013417165,1.007039142
95,0.025141909,2.769529125,0.013360113,1.594128489,0.025698636,3.776127018,0.011756098,1.171624508
109,0.028260775,3.165179978,0.015679318,1.813638945,0.024831702,4.123770848,0.012556625,1.347417262
123,0.029298272,3.575355789,0.017433838,2.057712681,0.023532635,4.453227732,0.011840901,1.51318988
137,0.028487467,3.974180333,0.017014822,2.295920188,0.021674348,4.756668611,0.011450971,1.673503476
151,0.029396836,4.385736041,0.018295014,2.552050381,0.021385013,5.056058796,0.011080438,1.828629601
179,0.025150218,5.089942143,0.015506003,2.986218475,0.019712637,5.608012625,0.009624502,2.098115656
207,0.021511876,5.692274665,0.01240538,3.333569117,0.019108892,6.143061602,0.009087387,2.352562486
235,0.021299025,6.288647373,0.011913592,3.667149705,0.018662501,6.66561162,0.00936677,2.614832056
263,0.022611562,6.921771118,0.013494524,4.044996391,0.018924968,7.195510733,0.009098113,2.869579217
291,0.0215889,7.526260325,0.012976421,4.408336182,0.018008092,7.699737308,0.008594471,3.110224406
319,0.02243274,8.154377056,0.013620369,4.789706502,0.018360556,8.21383289,0.008794011,3.356456721
347,0.022233608,8.776918074,0.013579685,5.169937694,0.019487871,8.759493288,0.008634434,3.598220886
375,0.019479979,9.322357497,0.012244729,5.512790098,0.017563055,9.251258824,0.007217688,3.80031614
403,0.01982735,9.877523295,0.012722374,5.869016579,0.017063019,9.729023346,0.007087913,3.998777694
431,0.018924949,10.40742187,0.01235986,6.21509267,0.017371646,10.21542944,0.006547717,4.182113768
459,0.019440227,10.95174823,0.012851093,6.574923275,0.016760642,10.68472741,0.006572374,4.366140227
487,0.02052988,11.52658488,0.013674179,6.957800277,0.017355649,11.17068559,0.006838346,4.557613913
515,0.018384791,12.04135901,0.011798731,7.28816474,0.016514428,11.63308958,0.006569545,4.74156118
543,0.018284922,12.55333683,0.01181948,7.619110194,0.016727501,12.10145962,0.006448714,4.922125174
571,0.017902414,13.05460441,0.011914379,7.952712805,0.017034236,12.57841822,0.005971001,5.089313191
