,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.100412029,0.401648116,0.088656172,0.354624687,0.151367826,0.605471305,0.011604489,0.046417957
11,0.048532893,0.741378364,0.037700661,0.618529317,0.105073588,1.340986424,0.010727158,0.12150806
25,0.030146627,1.16343114,0.020054715,0.899295329,0.061797977,2.206158097,0.010030114,0.261929653
39,0.033193549,1.628140827,0.022155175,1.209467782,0.054479939,2.968877242,0.010983894,0.415704167
53,0.040163359,2.190427848,0.028563499,1.609356766,0.051485882,3.689679591,0.011548374,0.577381402
67,0.0402355,2.753724844,0.029129162,2.01716504,0.036859818,4.205717042,0.011069477,0.732354087
81,0.045089469,3.384977415,0.033393316,2.484671465,0.042722363,4.803830118,0.011653431,0.89550212
95,0.043862634,3.999054289,0.031554163,2.926429748,0.041591762,5.38611478,0.012266879,1.067238426
109,0.04473946,4.62540673,0.030999435,3.360421836,0.043734977,5.998404464,0.01369629,1.25898649
123,0.047025886,5.283769133,0.03221144,3.811382,0.052945388,6.739639903,0.0147615,1.465647493
137,0.051425317,6.003723569,0.035132687,4.303239616,0.065967747,7.66318836,0.016226662,1.692820764
151,0.065208763,6.916646254,0.048547268,4.982901365,0.086405868,8.872870513,0.01657509,1.924872018
179,0.064761363,8.729964411,0.049024324,6.355582439,0.112666902,12.02754378,0.015624372,2.362354429
207,0.079113471,10.94514161,0.063369244,8.129921264,0.157506285,16.43771974,0.015586721,2.798782627
235,0.083491823,13.28291267,0.067778241,10.02771202,0.207288784,22.24180571,0.015506293,3.232958838
263,0.086984117,15.71846795,0.070481704,12.00119974,0.233336171,28.7752185,0.016269077,3.688492996
291,0.097088225,18.43693826,0.081874323,14.29368078,0.211396681,34.69432558,0.015002506,4.108563153
319,0.073401894,20.49219128,0.058245263,15.92454816,0.19684456,40.20597327,0.014959786,4.527437151
347,0.06967056,22.44296697,0.054050238,17.43795481,0.194547608,45.6533063,0.015425775,4.959358848
375,0.060264425,24.13037087,0.045642239,18.7159375,0.192492085,51.04308468,0.014429694,5.363390283
403,0.048101829,25.47722209,0.035052244,19.69740033,0.144073097,55.0771314,0.012905512,5.724744632
431,0.037466547,26.52628542,0.025318344,20.40631396,0.104727578,58.00950358,0.012043476,6.061961957
459,0.030703936,27.38599561,0.018722262,20.93053731,0.089100455,60.50431631,0.011892573,6.394953991
487,0.024361094,28.06810623,0.012421218,21.2783314,0.074427214,62.5882783,0.011865449,6.727186556
515,0.018639293,28.59000643,0.008330148,21.51157555,0.048378841,63.94288585,0.010260766,7.014487999
543,0.019158048,29.12643177,0.007901633,21.73282128,0.047477204,65.27224756,0.011208938,7.328338249
571,0.015522121,29.56105116,0.005465559,21.88585693,0.031617725,66.15754385,0.010024944,7.609036678
