,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.11371,0.45484,0.041816,0.167265,0.175691,0.702766,0.071718,0.286873
11,0.091012,1.091928,0.013594,0.262423,0.118902,1.535079,0.0773,0.827969
25,0.094864,2.420025,0.014736,0.468725,0.068767,2.497823,0.080059,1.948802
39,0.111157,3.976223,0.027371,0.851922,0.05648,3.288547,0.083729,3.121012
53,0.139041,5.922802,0.059574,1.685962,0.053365,4.035653,0.079414,4.232805
67,0.133613,7.793387,0.063275,2.571815,0.055642,4.814648,0.070282,5.216758
81,0.134321,9.673876,0.060768,3.422562,0.051796,5.539794,0.073501,6.245775
95,0.128989,11.47972,0.058252,4.238087,0.041842,6.125584,0.070695,7.235509
109,0.125698,13.23949,0.056406,5.027775,0.040602,6.694016,0.069251,8.205021
123,0.129848,15.05736,0.060123,5.86949,0.038253,7.229559,0.069687,9.180642
137,0.12605,16.82207,0.05939,6.700946,0.03723,7.750774,0.066623,10.11337
151,0.124964,18.57156,0.056689,7.494587,0.035848,8.252642,0.068239,11.06872
179,0.108905,21.62088,0.042963,8.697548,0.028934,9.062783,0.065913,12.91427
207,0.112992,24.78466,0.04981,10.09224,0.028583,9.863102,0.063153,14.68256
235,0.103684,27.6878,0.041056,11.24179,0.030025,10.70379,0.062598,16.43531
263,0.111179,30.80082,0.048102,12.58866,0.030021,11.54438,0.063047,18.20061
291,0.095009,33.46107,0.035005,13.56881,0.029277,12.36414,0.059974,19.87989
319,0.089508,35.96728,0.028882,14.3775,0.027222,13.12636,0.060599,21.57665
347,0.080746,38.22816,0.020397,14.94861,0.029093,13.94096,0.06032,23.26561
375,0.070465,40.20118,0.014988,15.36828,0.025206,14.64673,0.055451,24.81825
403,0.072006,42.21735,0.018247,15.87919,0.024075,15.32084,0.053735,26.32284
431,0.065951,44.06399,0.014108,16.27421,0.023296,15.97313,0.05182,27.7738
459,0.066291,45.92015,0.016592,16.73878,0.023002,16.61719,0.049677,29.16475
487,0.064791,47.73429,0.015171,17.16356,0.021758,17.22641,0.049598,30.5535
515,0.055665,49.29291,0.009199,17.42113,0.02138,17.82506,0.046445,31.85395
543,0.055019,50.83345,0.010156,17.70551,0.020921,18.41085,0.044842,33.10953
571,0.052382,52.30014,0.008789,17.9516,0.019942,18.96923,0.043573,34.32957
