,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.135279263,0.541117051,0.104464839,0.417859354,0.142480359,0.569921436,0.030671944,0.122687776
11,0.104296749,1.271194292,0.076887547,0.95607218,0.132283185,1.495903731,0.027276919,0.313626208
25,0.097796042,2.640338879,0.067987143,1.907892188,0.046094821,2.141231225,0.029762804,0.73030546
39,0.074210691,3.679288556,0.056510786,2.699043196,0.053230337,2.886455943,0.017646675,0.977358904
53,0.069119202,4.646957383,0.04856702,3.37898147,0.053645003,3.637485985,0.020498537,1.264338427
67,0.069723099,5.623080768,0.052745505,4.11741854,0.030457217,4.063887023,0.016947137,1.501598341
81,0.067462986,6.567562562,0.048247887,4.792888954,0.029140548,4.471854695,0.019185958,1.770201753
95,0.068150072,7.521663566,0.048495091,5.471820228,0.026524903,4.843203337,0.019628456,2.045000135
109,0.068911193,8.486420271,0.048225405,6.146975904,0.024763477,5.189892015,0.020661024,2.334254475
123,0.069026876,9.452796526,0.04754585,6.812617801,0.024141558,5.527873827,0.021456884,2.634650851
137,0.066397952,10.38236785,0.043330942,7.419250985,0.024231782,5.867118775,0.023042778,2.957249742
151,0.060670144,11.23174986,0.039471946,7.971858226,0.023388721,6.194560869,0.021174809,3.253697072
179,0.05600794,12.79997218,0.036490413,8.993589788,0.019421962,6.738375805,0.019498105,3.799644012
207,0.052579959,14.27221101,0.034066321,9.947446765,0.018447605,7.254908745,0.01849519,4.317509338
235,0.048350849,15.62603477,0.03082821,10.81063664,0.018441083,7.771259069,0.017504198,4.807626871
263,0.047754367,16.96315705,0.030668087,11.66934307,0.017855903,8.271224353,0.017068424,5.285542756
291,0.045972113,18.2503762,0.030142683,12.51333819,0.018469542,8.788371529,0.01581096,5.728249638
319,0.044198429,19.48793221,0.028974082,13.32461249,0.017613487,9.281549165,0.015206733,6.154038171
347,0.044117226,20.72321454,0.028436549,14.12083586,0.02042757,9.853521125,0.015660249,6.592525156
375,0.040799115,21.86558975,0.026742037,14.86961289,0.018056353,10.35909901,0.014039022,6.985617758
403,0.035137374,22.84943621,0.022609766,15.50268634,0.017628758,10.85270423,0.012509979,7.335897163
431,0.031794061,23.73966991,0.019962211,16.06162826,0.017587217,11.34514631,0.011814262,7.666696508
459,0.030741483,24.60043143,0.019734408,16.61419167,0.017700759,11.84076756,0.010989374,7.974398994
487,0.030743457,25.46124822,0.019865423,17.17042351,0.018245199,12.35163313,0.010859789,8.278473078
515,0.025796804,26.18355873,0.016170341,17.62319307,0.01857091,12.87161861,0.009607892,8.547494046
543,0.027847388,26.96328559,0.017169978,18.10395245,0.018953625,13.40232011,0.010658456,8.845930824
571,0.024792903,27.6574869,0.015145583,18.52802879,0.018745718,13.92720022,0.009628574,9.115530906
