,Obser_rate,Obser_total,litter_rate,litter_total,lignin_rate,lignin_total,soil_rate,soil_total
4,0.121139152,0.484556607,0.108209676,0.432838704,0.138365421,0.553461683,0.01279111,0.051164441
11,0.076360518,1.019080233,0.063899497,0.880135182,0.115293952,1.36051935,0.012345727,0.137584532
25,0.046517902,1.670330857,0.03246015,1.33457728,0.076890834,2.436991025,0.013980861,0.333316586
39,0.043681158,2.281867074,0.030401135,1.760193166,0.06484285,3.344790923,0.013215181,0.518329117
53,0.044051726,2.898591244,0.030837228,2.191914363,0.054611658,4.109354137,0.013159886,0.702567527
67,0.045133898,3.530465813,0.033024279,2.654254266,0.046048749,4.754036618,0.01206357,0.871457511
81,0.048685047,4.212056475,0.036326786,3.16282927,0.043551681,5.363760148,0.01231471,1.043863444
95,0.045090551,4.843324184,0.033414377,3.630630541,0.039629782,5.918577098,0.011636544,1.206775066
109,0.045423271,5.479249981,0.033400464,4.098237033,0.041052882,6.493317451,0.011981755,1.374519631
123,0.051927208,6.206230895,0.03756056,4.62408488,0.040913621,7.066108142,0.014325734,1.575079907
137,0.048773861,6.889064951,0.033590639,5.094353824,0.038421512,7.604009306,0.015144801,1.787107118
151,0.052237568,7.620390904,0.035923718,5.597285879,0.038689232,8.145658557,0.016275161,2.014959367
179,0.044653301,8.870683326,0.030484141,6.450841814,0.031162946,9.018221047,0.014137997,2.410823291
207,0.044039809,10.10379799,0.029668643,7.281563831,0.032134734,9.917993591,0.014339031,2.812316166
235,0.042183152,11.28492624,0.028276252,8.073298882,0.030494126,10.77182912,0.013876406,3.200855526
263,0.042599938,12.47772449,0.028459098,8.870153617,0.030977882,11.63920982,0.014109862,3.595931667
291,0.044118045,13.71302975,0.029682792,9.701271786,0.02892246,12.4490387,0.014406331,3.999308926
319,0.046887846,15.02588943,0.03182803,10.59245661,0.030973695,13.31630216,0.015028842,4.420116514
347,0.042494021,16.21572203,0.028436261,11.38867194,0.032000177,14.21230712,0.01402576,4.812837783
375,0.040308071,17.34434803,0.027351178,12.15450492,0.026940891,14.96665208,0.012929953,5.174876455
403,0.037229836,18.38678343,0.02571545,12.87453753,0.026704242,15.71437086,0.011487681,5.496531526
431,0.03495591,19.36554889,0.024016854,13.54700944,0.028020632,16.49894856,0.010911035,5.802040504
459,0.032539449,20.27665347,0.022885903,14.18781474,0.024994317,17.19878943,0.009628551,6.071639938
487,0.036203407,21.29034886,0.025882297,14.91251906,0.028738256,18.00346061,0.010292372,6.359826341
515,0.03151477,22.17276244,0.022180299,15.53356742,0.029467212,18.82854256,0.009305005,6.62036647
543,0.03247069,23.08194177,0.022809139,16.17222333,0.030739894,19.6892596,0.009630811,6.890029178
571,0.030722383,23.94216848,0.021965058,16.78724494,0.031339055,20.56675314,0.008725986,7.134356785
