CN_AOM1,CN_AOM2,CN_AOM3,CN_SMB1,CN_SMB2,CN_SMR,CN_NOM,CN_MOM,kmax_AOM1,kmax_AOM2,kmax_AOM3,kmax_SMR,kmax_NOM,kmax_MOM,fAOM1_SMB1,fAOM2_SMB1,fAOM_MOM,fAOM3_SMB1,fNOM_SMB1,fNOM_MOM,fE_AOM1,fE_AOM2,fE_AOM3,fE_NOM,fA_SMB1,fM_SMB1,fA_SMB2,fM_SMB2,lig_p1,lig_p2,u,theta,ymax
25.307577996175723,149.97056981409392,215.10539460772853,18.397251484008596,17.91568229306031,13.6740274224917,13.453986227020792,18.93178300783566,0.4831917701071204,0.5262311512320039,34.94005149601914,0.03703033156138159,0.5371206603116689,65.08503446965122,0.6906830843612907,0.364642828512943,0.1243147925808635,0.30179131531894443,0.453802272478213,0.1604735458809081,0.6762975735970828,0.7341068043296501,0.11655999186582264,0.2281059315396143,0.5698433991866507,0.2557274112901122,0.7975439128051791,0.681206387811361,24.93243577458858,0.9184061696610424,75.84148451151243,254.46421526403034,24.344353981794495
25.07771134582531,149.63072210847625,188.32503836542892,23.4410207575071,22.99258403698359,7.037371503868785,13.729038846051699,18.607253458141894,0.5431652066509807,0.4974157513143914,32.19916804385101,0.0305560581960476,0.6663396525294469,84.2678231150158,0.7642108790457206,0.18808866243638084,0.14085827109179588,0.1657277609809357,0.45002112146974166,0.15542406488842261,0.7182667860196437,0.6438127527292847,0.13998020578065914,0.11464898593712844,0.508741276258016,0.18938555981480168,0.8962450625437273,0.6364884817696261,29.2774416999234,0.9206665623906556,79.39208152037254,172.85464786528266,23.086804526287256
25.40574800029425,149.5870133562729,190.06132277516025,21.51779027544247,13.195484351354521,14.348539291454866,13.15596523890687,17.521029250517273,0.5465490200292398,0.4185415849029122,36.95802395368469,0.03385333277853813,0.5306973629527129,72.16097534975157,0.727559635486234,0.23893884706458976,0.11486929253639576,0.14492040387943567,0.4427084447757015,0.1674922165380444,0.6407822211472444,0.6599518419316651,0.1333679808669072,0.1443975903702243,0.5093332523980423,0.2721395637508815,0.8596409046271548,0.5435715294547396,26.452275824502376,0.9162345902165638,76.3968170679401,111.59062031978246,25.759517088554546
24.973885576923735,149.83763921659556,172.07635765435248,20.403637134448854,24.182165371006207,5.114733786149681,13.39563664894185,18.78379284064652,0.5272677548998862,0.4658163160793453,33.129310202771244,0.02869395405229394,0.6514282294893993,80.27195881485603,0.7053490907704245,0.17029966568033372,0.15917634206081663,0.24837587877378536,0.3816974845818529,0.16319558070614087,0.694107569273248,0.7104732214461592,0.14572095276091654,0.11798098288851643,0.49182683441520597,0.15282274189616402,0.8934101617964951,0.6763363977167567,29.857824353955326,0.9222505392591401,78.45971479256922,178.47607357677833,23.08754322505645
25.369078123307315,149.55280893557403,136.8355298983434,22.701104979630223,23.135942169954003,6.58311250234966,13.33913316238693,19.672984545468832,0.5998742815847036,0.4503653618523864,37.39860425385876,0.04484084224372216,0.6640290871697974,71.94145588724308,0.758059355914462,0.19906670348343172,0.18650505725447478,0.30120942033151216,0.3125454977029788,0.12420834916868691,0.6756033567301832,0.6245731006428811,0.11630375427626127,0.1489546697021871,0.41484390928410897,0.22548115935580137,0.8746330059041888,0.599158293180397,24.84115906220238,0.9160097686512123,72.96782314314805,123.94258755404223,26.865634296691596
25.382579551327037,149.9458425310479,203.49603258731756,17.433621160696738,15.424032288916028,13.147547074447056,12.710053924201729,18.09054825213478,0.5199569084962351,0.4863594230727665,34.097081821112084,0.0354527148290241,0.4891654421797704,74.01048545969144,0.6659006360200207,0.22095503651818635,0.12225693677299486,0.21162134686945375,0.2988543094097174,0.1757629038702402,0.6948807309051216,0.6920381335114528,0.135308487503256,0.17397468365493712,0.4805191985534707,0.24314623202714208,0.8660115088744097,0.6833948822281389,26.294446571054042,0.9237203652466535,76.03998122886628,150.77791590985152,20.949236422588495
25.275852866512906,149.5047339950851,120.87687486372114,22.66746580297146,21.38659858196091,5.9910715491046265,13.118351331070278,18.739592296302103,0.6009735623607403,0.4057606479672278,35.669340282998235,0.04178025424066163,0.6695090830160548,72.1778815233675,0.6997954598274685,0.28665167564176786,0.20124195443614673,0.3120227743385971,0.4537812415582712,0.1272921813640439,0.6515934160097636,0.6275568239749509,0.1367954813133802,0.12427189264592438,0.48956705623414976,0.20791132026645318,0.8601707051618236,0.6062339441751745,27.381101002647465,0.9165311749294092,76.08259618868318,163.28002399890428,28.280672373669567
25.349009852712854,149.79110832585758,224.2106819457946,18.942807140385746,13.06791460822394,13.700099915717503,12.900702857410392,18.33240427791375,0.531194139635832,0.4799327737020785,33.00412645579319,0.031661909306931496,0.4970851170675028,78.63368805627577,0.6941693229457124,0.20885504060829987,0.10716591774946929,0.149953154993981,0.43965365821480334,0.18190732900844675,0.6813893246925056,0.6932895705902543,0.12144674122901092,0.14494421350613995,0.5192834084730971,0.25099086862130937,0.8584920707215073,0.6343622140435015,27.742520557772007,0.921071595182189,74.9424254097399,163.0529659504038,20.286470593552828
25.301577175344903,149.8382236418441,209.91606011923338,18.661999171518513,14.849576960552344,13.41751124882347,13.05475300333867,18.107391625931445,0.5573385526467017,0.43723046321789394,32.93114795486729,0.033884873828386064,0.4744902955243649,78.77736128762902,0.6957103161173632,0.21536139758006106,0.11556075691631545,0.1487413689784417,0.3196138059143726,0.16984632842637754,0.7302537469404602,0.7054706212757748,0.13525265274941298,0.15647534508794328,0.5010260995536355,0.2736755058850863,0.8547546371875575,0.665087444494264,28.19584552124299,0.9221207693620351,76.36373380286102,147.0021923644654,21.191393174543247
25.475322568950734,149.7161710869857,193.20758671499786,18.13014169612206,17.215168966136122,11.560343557227059,15.931640437420324,17.83030814392477,0.8384447101669043,2.280615745839189,37.81838742635278,0.038882426689677646,0.2515098143409084,55.42161954844174,0.7911988088862766,0.2363080449538215,0.12825459927911076,0.150502026189121,0.4493576189578064,0.04404799546785768,0.5934417924454854,0.8360426819297401,0.10869766097574786,0.49584872483142295,0.3568391176941823,0.794365954107133,0.6627606953442937,0.6440622873561442,21.819378775359866,0.90466149546094,64.39864356331252,210.89203482660454,13.813929473210518
